73,410,779,317,841,389
73,411,775,313,834,384
73,412,771,308,827,380
73,413,738,305,810,381
73,414,740,300,807,379
73,415,738,296,801,376
73,416,733,285,794,352
73,417,726,279,787,349
75,427,644,224,714,313
75,428,642,221,709,308
75,429,619,213,697,305
75,430,613,210,694,302
75,431,608,208,687,299
75,432,609,199,678,285
75,433,606,195,670,282
75,434,585,192,657,282
75,435,584,186,655,279
75,436,581,179,650,274
75,437,577,175,645,269
75,438,570,173,639,265
75,439,566,173,635,262
75,440,545,169,617,258
75,441,547,161,613,245
75,442,543,156,609,246
75,443,537,150,605,245
75,444,532,146,600,242
75,445,526,143,597,237
75,446,506,139,577,230
75,447,504,134,576,227
75,448,501,131,573,224
75,449,496,129,569,222
75,450,492,122,556,208
75,451,487,119,552,208
75,452,485,117,549,204
75,453,472,113,535,199
75,454,467,107,531,196
75,455,461,105,526,193
75,456,456,103,521,188
75,457,453,102,516,184
75,458,451,101,513,180
75,459,437,95,494,176
75,460,434,91,494,176
75,461,430,88,489,163
75,462,422,87,485,161
75,463,415,85,480,159
75,464,409,84,476,156
75,465,407,83,475,153
75,466,395,74,454,147
75,467,391,72,453,145
75,468,386,70,451,144
75,469,381,67,449,142
75,470,376,65,446,139
75,471,374,64,441,135
75,472,373,64,439,131
75,473,352,48,419,113
75,474,349,46,417,115
75,475,344,45,412,115
75,476,339,44,404,114
75,477,333,41,398,113
75,478,330,38,395,110
75,479,329,34,394,110
75,480,322,31,379,109
75,481,321,24,375,111
75,482,318,20,371,112
75,483,311,16,367,113
75,484,304,17,363,111
75,485,298,19,360,108
75,486,294,21,362,107
75,487,286,17,336,69
75,488,284,18,335,70
75,489,281,18,334,70
75,490,277,17,329,69
75,491,272,13,323,66
75,492,268,9,314,62
75,493,264,6,308,59
75,494,260,4,304,57
75,495,252,0,291,52
75,496,249,0,292,51
75,497,245,0,293,49
75,498,240,0,295,49
75,499,236,0,293,47
75,500,234,0,290,45
75,501,232,0,287,44
75,502,228,0,288,42
75,503,225,0,287,40
75,504,222,0,284,38
