2,2,497,537,30,108,52,-1,-1,-1,-1
2,3,529,538,31,104,28,-1,-1,-1,-1
2,4,1378,526,24,77,42,-1,-1,-1,-1
2,5,1624,560,39,79,31,-1,-1,-1,-1
2,6,189,575,34,137,37,-1,-1,-1,-1
2,8,241,571,52,179,35,-1,-1,-1,-1
2,9,0,669,35,227,55,-1,-1,-1,-1
3,2,496,535,31,114,57,-1,-1,-1,-1
3,3,528,537,31,104,29,-1,-1,-1,-1
3,4,1381,522,26,82,48,-1,-1,-1,-1
3,5,1548,585,33,78,29,-1,-1,-1,-1
3,10,1622,546,55,115,45,-1,-1,-1,-1
3,6,170,568,54,152,44,-1,-1,-1,-1
3,8,239,573,53,179,36,-1,-1,-1,-1
3,9,0,676,29,226,47,-1,-1,-1,-1
4,2,496,535,31,119,59,-1,-1,-1,-1
4,3,528,538,32,103,28,-1,-1,-1,-1
4,4,1383,526,25,80,47,-1,-1,-1,-1
4,5,1497,528,20,57,24,-1,-1,-1,-1
4,11,1551,583,32,82,33,-1,-1,-1,-1
4,9,94,723,35,99,42,-1,-1,-1,-1
4,10,1630,547,55,117,39,-1,-1,-1,-1
4,6,162,572,53,148,42,-1,-1,-1,-1
4,8,237,582,54,167,30,-1,-1,-1,-1
4,13,0,685,32,213,33,-1,-1,-1,-1
5,2,494,533,33,123,58,-1,-1,-1,-1
5,3,530,536,31,105,24,-1,-1,-1,-1
5,4,1383,534,20,72,34,-1,-1,-1,-1
5,11,1556,595,31,74,27,-1,-1,-1,-1
5,9,78,727,37,99,45,-1,-1,-1,-1
5,6,149,574,54,153,49,-1,-1,-1,-1
5,8,234,585,53,162,33,-1,-1,-1,-1
5,10,1543,562,54,138,30,-1,-1,-1,-1
5,14,1638,561,61,128,51,-1,-1,-1,-1
6,2,493,532,33,124,58,-1,-1,-1,-1
6,11,1564,599,30,76,24,-1,-1,-1,-1
6,9,66,734,37,99,43,-1,-1,-1,-1
6,6,138,576,54,156,55,-1,-1,-1,-1
6,8,231,583,52,162,32,-1,-1,-1,-1
6,10,1551,564,53,141,40,-1,-1,-1,-1
6,14,1649,564,59,132,65,-1,-1,-1,-1
7,2,493,536,32,121,58,-1,-1,-1,-1
7,15,666,522,26,80,27,-1,-1,-1,-1
7,6,132,586,54,157,57,-1,-1,-1,-1
7,8,223,586,52,165,31,-1,-1,-1,-1
7,10,1562,570,55,139,30,-1,-1,-1,-1
7,14,1656,572,60,131,64,-1,-1,-1,-1
8,2,493,536,33,119,60,-1,-1,-1,-1
8,15,666,521,25,80,32,-1,-1,-1,-1
8,17,1408,535,23,85,29,-1,-1,-1,-1
8,10,1583,603,30,82,24,-1,-1,-1,-1
8,18,32,734,37,125,37,-1,-1,-1,-1
8,6,140,582,57,161,36,-1,-1,-1,-1
8,8,214,584,54,164,29,-1,-1,-1,-1
8,14,1571,569,54,143,27,-1,-1,-1,-1
8,19,1660,576,61,131,66,-1,-1,-1,-1
9,2,494,537,31,117,61,-1,-1,-1,-1
9,15,666,520,25,82,37,-1,-1,-1,-1
9,17,1407,540,24,84,36,-1,-1,-1,-1
9,10,1588,610,30,80,27,-1,-1,-1,-1
9,18,17,739,37,115,37,-1,-1,-1,-1
9,6,156,575,55,176,31,-1,-1,-1,-1
9,8,206,580,55,169,35,-1,-1,-1,-1
9,14,1576,575,54,143,24,-1,-1,-1,-1
9,19,1660,586,65,131,55,-1,-1,-1,-1
10,2,494,534,31,121,60,-1,-1,-1,-1
10,15,667,518,24,85,37,-1,-1,-1,-1
10,17,1408,541,23,83,38,-1,-1,-1,-1
10,10,1591,611,30,76,25,-1,-1,-1,-1
10,18,3,742,34,117,41,-1,-1,-1,-1
10,6,78,573,73,171,38,-1,-1,-1,-1
10,8,173,566,52,196,29,-1,-1,-1,-1
10,14,1578,576,56,143,31,-1,-1,-1,-1
10,19,1677,582,55,143,70,-1,-1,-1,-1
11,2,492,533,30,125,58,-1,-1,-1,-1
11,15,668,516,22,88,35,-1,-1,-1,-1
11,17,1410,542,23,80,37,-1,-1,-1,-1
11,18,0,742,25,117,38,-1,-1,-1,-1
11,6,77,576,62,175,50,-1,-1,-1,-1
11,8,176,566,52,207,42,-1,-1,-1,-1
11,14,1581,580,59,141,35,-1,-1,-1,-1
11,19,1626,595,71,123,27,-1,-1,-1,-1
11,21,1682,584,57,142,71,-1,-1,-1,-1
12,2,491,530,29,130,57,-1,-1,-1,-1
12,15,668,512,21,91,32,-1,-1,-1,-1
12,17,1410,540,24,79,37,-1,-1,-1,-1
12,18,0,729,15,147,25,-1,-1,-1,-1
12,6,71,574,57,185,57,-1,-1,-1,-1
12,8,172,567,52,203,44,-1,-1,-1,-1
12,14,1582,580,63,140,31,-1,-1,-1,-1
12,19,1607,596,68,121,40,-1,-1,-1,-1
12,21,1688,584,58,138,69,-1,-1,-1,-1
13,2,490,526,30,136,58,-1,-1,-1,-1
13,15,666,510,22,93,35,-1,-1,-1,-1
13,17,1411,539,25,79,40,-1,-1,-1,-1
13,6,60,568,54,195,63,-1,-1,-1,-1
13,8,164,567,55,201,47,-1,-1,-1,-1
13,19,1602,594,59,124,60,-1,-1,-1,-1
13,21,1695,585,60,135,69,-1,-1,-1,-1
14,2,490,524,31,137,59,-1,-1,-1,-1
14,15,665,507,22,96,38,-1,-1,-1,-1
14,17,1412,541,26,79,41,-1,-1,-1,-1
14,6,56,560,54,201,59,-1,-1,-1,-1
14,8,155,564,57,201,50,-1,-1,-1,-1
14,19,1608,587,55,132,67,-1,-1,-1,-1
14,21,1708,582,59,139,70,-1,-1,-1,-1
15,2,490,523,31,140,60,-1,-1,-1,-1
15,15,663,506,24,99,43,-1,-1,-1,-1
15,17,1416,543,25,77,40,-1,-1,-1,-1
15,19,1545,529,23,80,33,-1,-1,-1,-1
15,6,61,561,59,206,37,-1,-1,-1,-1
15,8,143,567,60,204,53,-1,-1,-1,-1
15,21,1616,583,53,138,65,-1,-1,-1,-1
15,22,1721,579,57,143,72,-1,-1,-1,-1
16,2,488,526,32,135,59,-1,-1,-1,-1
16,3,536,531,26,102,24,-1,-1,-1,-1
16,23,616,518,24,83,24,-1,-1,-1,-1
16,15,663,504,24,101,44,-1,-1,-1,-1
16,17,1419,545,26,79,40,-1,-1,-1,-1
16,19,1543,529,23,82,40,-1,-1,-1,-1
16,6,15,565,60,192,41,-1,-1,-1,-1
16,8,136,570,59,199,48,-1,-1,-1,-1
16,21,1625,588,55,135,65,-1,-1,-1,-1
16,22,1730,579,57,147,72,-1,-1,-1,-1
17,2,487,526,33,136,60,-1,-1,-1,-1
17,23,536,532,25,103,26,-1,-1,-1,-1
17,15,614,518,24,83,27,-1,-1,-1,-1
17,24,663,504,24,101,46,-1,-1,-1,-1
17,17,1423,544,26,83,40,-1,-1,-1,-1
17,19,1544,529,23,83,42,-1,-1,-1,-1
17,6,11,572,54,193,54,-1,-1,-1,-1
17,21,1633,592,58,132,62,-1,-1,-1,-1
17,22,1735,582,57,144,73,-1,-1,-1,-1
17,9,111,595,58,220,31,-1,-1,-1,-1
18,2,484,526,32,133,53,-1,-1,-1,-1
18,23,536,531,26,106,27,-1,-1,-1,-1
18,15,612,517,24,85,29,-1,-1,-1,-1
18,24,662,503,23,103,48,-1,-1,-1,-1
18,17,1427,542,28,88,40,-1,-1,-1,-1
18,19,1546,529,25,79,40,-1,-1,-1,-1
18,6,4,574,49,195,54,-1,-1,-1,-1
18,21,1641,594,61,130,60,-1,-1,-1,-1
18,22,1735,586,61,138,65,-1,-1,-1,-1
18,9,109,596,55,227,47,-1,-1,-1,-1
19,2,482,528,33,127,49,-1,-1,-1,-1
19,23,536,530,26,106,28,-1,-1,-1,-1
19,15,612,516,24,87,30,-1,-1,-1,-1
19,24,662,502,22,104,49,-1,-1,-1,-1
19,17,1431,542,29,88,37,-1,-1,-1,-1
19,19,1550,531,25,75,37,-1,-1,-1,-1
19,6,0,574,43,200,55,-1,-1,-1,-1
19,21,1647,592,63,133,59,-1,-1,-1,-1
19,22,1749,580,60,147,49,-1,-1,-1,-1
19,9,96,601,57,225,45,-1,-1,-1,-1
20,2,477,533,34,113,39,-1,-1,-1,-1
20,23,537,529,26,108,27,-1,-1,-1,-1
20,15,612,517,24,88,32,-1,-1,-1,-1
