1,-1,97,545,79,239,3.1667,-1,-1,-1
1,-1,369,401,79,239,3.1112,-1,-1,-1
1,-1,546.66,146.51,59.629,180.89,2.686,-1,-1,-1
1,-1,1638,255.64,59.629,180.89,2.6417,-1,-1,-1
1,-1,1043.8,134.38,59.629,180.89,2.3391,-1,-1,-1
1,-1,792.96,148.08,55.569,168.71,2.2532,-1,-1,-1
1,-1,1742.1,460.65,68.644,207.93,2.1848,-1,-1,-1
1,-1,1104.4,207.14,59.629,180.89,1.9684,-1,-1,-1
1,-1,498.16,122.26,59.629,180.89,1.4027,-1,-1,-1
1,-1,906.1,125.45,55.569,168.71,1.2634,-1,-1,-1
1,-1,351.89,91.972,63.98,193.94,1.1681,-1,-1,-1
1,-1,222.68,127.67,51.78,157.34,0.97654,-1,-1,-1
1,-1,1377,561,79,239,0.91516,-1,-1,-1
1,-1,257,353,79,239,0.88958,-1,-1,-1
1,-1,871.73,117.96,63.98,193.94,0.80409,-1,-1,-1
1,-1,221.93,403.88,63.98,193.94,0.73467,-1,-1,-1
1,-1,1415.2,204.65,55.569,168.71,0.68256,-1,-1,-1
1,-1,234.93,78.976,63.98,193.94,0.55481,-1,-1,-1
1,-1,1456.1,243.51,59.629,180.89,0.36088,-1,-1,-1
1,-1,363.04,385.67,112.14,338.41,0.34563,-1,-1,-1
1,-1,295.16,125.45,55.569,168.71,0.30266,-1,-1,-1
1,-1,1630.1,241.08,84.742,256.23,0.27046,-1,-1,-1
1,-1,461.78,73.754,59.629,180.89,0.22162,-1,-1,-1
1,-1,403.88,65.98,63.98,193.94,0.14927,-1,-1,-1
1,-1,1797.8,196,68.644,207.93,0.11758,-1,-1,-1
1,-1,545,65,39,119,0.10877,-1,-1,-1
1,-1,699.41,203.17,44.948,136.84,0.10634,-1,-1,-1
1,-1,498.3,35.297,41.871,127.61,0.087675,-1,-1,-1
1,-1,1561,251.72,68.644,207.93,0.077758,-1,-1,-1
1,-1,1488.2,69.944,48.246,146.74,0.064225,-1,-1,-1
1,-1,1409,513,159,479,0.061925,-1,-1,-1
1,-1,206.78,86.742,84.742,256.23,-0.036917,-1,-1,-1
1,-1,1338.6,343.97,170.48,513.45,-0.10749,-1,-1,-1
1,-1,210,60.714,148.29,446.86,-0.11341,-1,-1,-1
1,-1,1135.6,90.571,148.29,446.86,-0.11683,-1,-1,-1
1,-1,296.57,43.224,210.12,632.36,-0.13999,-1,-1,-1
1,-1,513.16,40.397,97.492,294.47,-0.18565,-1,-1,-1
1,-1,807.14,135.36,73.643,222.93,-0.20007,-1,-1,-1
1,-1,689.79,195.94,63.98,193.94,-0.22272,-1,-1,-1
1,-1,46.255,182.02,225.27,677.82,-0.22669,-1,-1,-1
1,-1,1372.9,189.63,84.742,256.23,-0.23264,-1,-1,-1
1,-1,1636,621.5,48.246,146.74,-0.33204,-1,-1,-1
1,-1,1436.6,43.224,210.12,632.36,-0.36831,-1,-1,-1
1,-1,1710.3,442.1,90.896,274.69,-0.44224,-1,-1,-1
1,-1,1047.1,481.15,41.871,127.61,-0.49688,-1,-1,-1
2,-1,97,545,79,239,3.0843,-1,-1,-1
2,-1,369,401,79,239,3.0612,-1,-1,-1
2,-1,546.66,146.51,59.629,180.89,2.8987,-1,-1,-1
2,-1,1732.7,448.86,73.643,222.93,2.1595,-1,-1,-1
2,-1,792.96,148.08,55.569,168.71,2.0709,-1,-1,-1
2,-1,1630.7,251.72,68.644,207.93,1.998,-1,-1,-1
2,-1,1043.8,134.38,59.629,180.89,1.7064,-1,-1,-1
2,-1,1104.4,207.14,59.629,180.89,1.4579,-1,-1,-1
2,-1,352.65,98.006,59.629,180.89,1.2543,-1,-1,-1
2,-1,498.16,122.26,59.629,180.89,1.208,-1,-1,-1
2,-1,906.1,125.45,55.569,168.71,0.86356,-1,-1,-1
2,-1,871.73,117.96,63.98,193.94,0.86115,-1,-1,-1
2,-1,1377,561,79,239,0.82795,-1,-1,-1
2,-1,1444,243.51,59.629,180.89,0.76387,-1,-1,-1
2,-1,221.93,403.88,63.98,193.94,0.75603,-1,-1,-1
2,-1,234.93,78.976,63.98,193.94,0.69522,-1,-1,-1
2,-1,251.72,377.08,68.644,207.93,0.68975,-1,-1,-1
2,-1,363.04,385.67,112.14,338.41,0.4042,-1,-1,-1
2,-1,283.84,125.45,55.569,168.71,0.34481,-1,-1,-1
2,-1,1795.6,207.14,59.629,180.89,0.26012,-1,-1,-1
2,-1,807.14,135.36,73.643,222.93,0.226,-1,-1,-1
2,-1,404.94,56.715,68.644,207.93,0.20789,-1,-1,-1
2,-1,545,65,39,119,0.19728,-1,-1,-1
2,-1,498.3,43.871,41.871,127.61,0.070918,-1,-1,-1
2,-1,683.51,182.07,68.644,207.93,0.064674,-1,-1,-1
2,-1,1409,513,159,479,0.042763,-1,-1,-1
2,-1,1488.2,69.944,48.246,146.74,0.040786,-1,-1,-1
2,-1,461.78,73.754,59.629,180.89,0.020247,-1,-1,-1
2,-1,296.57,43.224,210.12,632.36,-0.020273,-1,-1,-1
2,-1,1415.5,201.57,51.78,157.34,-0.071967,-1,-1,-1
2,-1,1143.2,140.29,138.29,416.86,-0.095603,-1,-1,-1
2,-1,1345,353,159,479,-0.097933,-1,-1,-1
2,-1,210,60.714,148.29,446.86,-0.14551,-1,-1,-1
2,-1,43.224,212.12,210.12,632.36,-0.19309,-1,-1,-1
2,-1,513.16,40.397,97.492,294.47,-0.19526,-1,-1,-1
2,-1,1584.9,114.14,112.14,338.41,-0.24799,-1,-1,-1
2,-1,1104.1,40.397,195.98,589.95,-0.3146,-1,-1,-1
2,-1,1544.4,241.08,84.742,256.23,-0.32938,-1,-1,-1
2,-1,1361.1,166.41,90.896,274.69,-0.38923,-1,-1,-1
2,-1,1458.7,40.397,195.98,589.95,-0.47089,-1,-1,-1
3,-1,378.26,395.41,84.742,256.23,3.2163,-1,-1,-1
3,-1,97,545,79,239,3.0792,-1,-1,-1
3,-1,1732.7,448.86,73.643,222.93,2.2697,-1,-1,-1
3,-1,546.66,146.51,59.629,180.89,2.1666,-1,-1,-1
3,-1,1630.7,251.72,68.644,207.93,2.0488,-1,-1,-1
3,-1,792.96,148.08,55.569,168.71,1.9802,-1,-1,-1
3,-1,1092.3,207.14,59.629,180.89,1.7971,-1,-1,-1
3,-1,1043.8,134.38,59.629,180.89,1.4257,-1,-1,-1
3,-1,352.65,98.006,59.629,180.89,1.2324,-1,-1,-1
3,-1,498.16,122.26,59.629,180.89,1.2175,-1,-1,-1
3,-1,874.05,122.26,59.629,180.89,0.99441,-1,-1,-1
3,-1,234.93,78.976,63.98,193.94,0.90118,-1,-1,-1
3,-1,1449.2,249.9,55.569,168.71,0.83248,-1,-1,-1
3,-1,1377,561,79,239,0.77719,-1,-1,-1
3,-1,254.78,359.28,73.643,222.93,0.67511,-1,-1,-1
3,-1,1795.6,207.14,59.629,180.89,0.53525,-1,-1,-1
3,-1,221.93,403.88,63.98,193.94,0.4261,-1,-1,-1
3,-1,283.84,125.45,55.569,168.71,0.37493,-1,-1,-1
3,-1,414.66,109.34,48.246,146.74,0.34939,-1,-1,-1
3,-1,910.43,122.26,59.629,180.89,0.30312,-1,-1,-1
3,-1,1489.4,64.336,51.78,157.34,0.21778,-1,-1,-1
3,-1,1409,513,159,479,0.15953,-1,-1,-1
3,-1,208.94,117.96,63.98,193.94,0.080872,-1,-1,-1
3,-1,404.94,56.715,68.644,207.93,0.078048,-1,-1,-1
3,-1,461.78,73.754,59.629,180.89,0.032254,-1,-1,-1
3,-1,699.41,203.17,44.948,136.84,-0.0055308,-1,-1,-1
3,-1,296.57,43.224,210.12,632.36,-0.022375,-1,-1,-1
3,-1,545,65,39,119,-0.027743,-1,-1,-1
3,-1,1407.6,195.01,59.629,180.89,-0.039641,-1,-1,-1
