1,20,128,28,284,185
1,21,127,39,303,195
1,22,132,42,314,201
1,23,165,67,323,202
1,24,163,62,335,211
1,25,164,62,344,219
1,26,169,66,352,226
1,27,187,72,383,232
1,28,190,78,395,237
1,29,196,80,406,245
1,30,202,94,408,255
1,31,222,95,428,264
1,32,225,100,439,272
1,33,229,108,451,278
1,34,253,111,468,284
1,35,258,115,477,288
1,36,269,116,484,319
1,37,270,126,496,321
1,38,291,128,517,326
1,39,295,137,528,331
1,40,304,143,537,335
1,41,316,161,568,350
1,42,318,164,576,354
1,43,314,167,588,362
1,44,301,170,603,368
1,45,290,170,619,376
1,46,328,177,643,380
1,47,348,201,642,407
1,48,396,211,663,412
1,49,411,214,669,422
1,50,429,234,695,443
1,51,441,240,703,450
1,52,452,247,711,456
1,53,472,255,737,459
1,54,480,267,751,479
1,55,498,281,777,480
1,56,511,283,784,492
1,57,524,287,792,498
1,58,543,296,821,499
1,59,551,311,837,523
1,60,570,312,873,535
1,61,586,324,873,534
1,62,600,328,878,544
1,63,613,346,914,567
1,64,633,354,911,569
1,65,646,366,952,571
1,66,655,363,957,571
24,86,843,398,1019,526
24,87,834,396,1019,531
24,88,826,395,1020,541
24,89,818,394,1023,545
24,90,812,393,1023,545
24,91,809,393,1022,544
24,92,806,394,1022,543
24,93,765,383,1019,561
24,94,761,385,1020,559
24,95,760,385,1021,555
24,96,754,385,1021,551
24,97,748,383,1019,547
24,98,742,378,1015,547
24,99,738,372,1012,548
24,100,736,369,1010,549
24,101,711,373,1000,547
24,102,707,372,993,547
24,103,701,370,986,546
24,104,694,371,984,546
24,105,687,372,985,544
24,106,684,372,985,542
24,107,686,372,982,540
24,108,683,358,953,513
24,109,677,361,947,510
24,110,667,361,941,511
24,111,659,360,935,512
24,112,645,360,917,504
24,113,641,360,914,502
24,114,634,360,910,501
24,115,625,359,904,502
24,116,617,357,900,504
24,117,608,362,877,494
24,118,603,362,873,494
24,119,596,361,866,495
24,120,588,360,859,495
24,121,580,359,856,496
24,122,572,363,837,489
24,123,565,363,837,488
24,124,558,362,833,487
24,125,550,362,828,488
24,126,542,362,822,489
24,127,535,362,820,490
24,128,526,365,800,487
24,129,520,365,796,486
24,130,512,366,790,486
24,131,503,367,784,487
24,132,494,367,782,489
24,133,484,369,764,490
24,134,480,369,757,491
24,135,473,370,749,493
24,136,464,371,742,496
24,137,452,371,742,499
24,138,442,374,718,501
24,139,435,373,710,505
24,140,425,373,703,508
24,141,415,373,702,511
24,142,406,378,682,520
24,143,397,379,676,523
24,144,386,378,668,527
24,145,377,380,661,530
24,146,363,383,641,536
24,147,355,387,631,540
24,148,346,390,621,546
24,149,326,392,605,553
42,150,920,405,1023,549
24,150,316,394,600,558
42,151,908,402,1023,549
24,151,308,394,589,563
42,152,894,398,1023,547
24,152,302,394,579,567
42,153,882,395,1023,544
24,153,280,402,562,575
42,154,848,387,1023,536
24,154,270,406,556,575
42,155,837,378,1023,538
24,155,260,409,548,575
42,156,823,373,1023,541
24,156,240,411,530,575
24,157,231,415,521,575
24,158,220,419,514,574
24,159,192,427,493,573
24,160,187,431,485,572
24,161,185,435,475,572
24,162,182,439,469,574
42,163,720,311,994,531
24,163,151,449,445,570
24,164,186,457,419,571
42,164,706,307,1000,531
24,165,186,464,408,570
42,165,704,288,992,494
24,166,188,478,404,575
42,166,690,287,988,488
42,167,668,282,961,488
42,168,657,273,954,487
42,169,640,261,915,450
42,170,626,259,909,440
42,171,615,256,899,430
42,172,596,248,874,426
42,173,584,234,865,408
42,174,568,228,865,406
42,175,557,221,831,401
42,176,544,217,824,393
42,177,529,216,795,384
42,178,514,210,790,381
42,179,512,199,773,364
42,180,492,192,749,360
42,181,480,186,739,353
42,182,472,183,728,346
42,183,456,178,699,342
42,184,466,187,683,326
42,185,464,189,672,318
42,186,430,167,643,308
42,187,421,166,635,302
42,188,373,153,625,295
42,189,387,151,604,287
42,190,380,136,592,273
42,191,373,132,585,269
42,192,357,124,564,264
42,193,353,118,555,255
42,194,351,115,545,246
42,195,354,116,533,237
42,196,319,95,517,225
42,197,310,92,508,221
42,198,292,83,484,215
42,199,289,77,477,208
42,200,286,72,467,202
42,201,285,68,455,202
42,202,250,62,437,181
42,203,245,60,437,181
42,204,239,58,434,180
42,205,235,55,425,178
42,206,234,50,414,173
42,207,214,44,395,159
42,208,206,39,389,153
42,209,189,32,385,136
42,210,174,32,360,128
42,211,170,26,348,124
42,212,163,20,336,119
42,213,143,15,316,112
42,214,137,10,312,107
42,215,127,8,308,103
42,216,113,9,306,88
42,217,108,10,299,85
